Genotipo	V01	V02	V03	V04	V05	V06	V07	V08	V09	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20
G198	21.1972501653082	22.8481925681311	23.3499363539283	23.2076111008221	22.2391528775319	21.1981004347403	22.0350168291669	23.325455467456	22.4146012949898	23.0829730782431	20.2437691173748	19.8262731541404	21.4100817978656	21.187098899559	18.6278417460199	22.0789247892963	18.6970923425533	19.7245289660979	21.0442854099488	21.7021162716775
G199	21.413956065899	20.6591078764489	20.9169829057427	20.6162349047879	19.0208000261094	20.0329869984421	21.1275730606289	21.4505553233357	21.5939699338643	21.3203648136131	20.0287588955618	19.3106749808812	19.8560912856117	21.7532036195641	19.9423345601045	21.3954968168902	19.9355928218346	20.434943672071	18.7869479245962	20.0467324848445
G200	20.3038025477826	20.3575396954271	20.9763483616239	21.8764686658153	20.9136017963237	20.166644651326	21.556353089927	20.0184590203284	20.1355588239994	19.5870981498058	18.4228157556477	20.1378574034779	18.1442506580944	20.0738439152581	20.2276473681847	20.3578135819811	19.0633338042779	18.996039018509	21.6157876215464	21.7428052919284
G201	18.5156194485426	19.5070444329647	19.7004973451655	16.9674089758628	16.9926707427328	16.8635419216709	19.2154709954394	21.4227290344597	19.9276994668133	19.9433469090156	20.0160811071646	21.087837971922	22.1493062954316	20.9954388127998	18.7743383181516	20.2710470172732	18.2227431618076	19.6925698346249	19.9163303384251	18.0907431028227
G202	22.6506209186418	22.2514109702249	23.8005980324553	23.3246120887406	22.3396793968838	21.3397238840925	23.8081829807319	22.3692891620855	21.9692042312053	21.6499399220135	19.8375863611315	19.809241597686	19.9320939755487	21.1242356047661	21.8135789331636	19.561921049366	20.8660360761559	18.6789427339597	18.918943007394	20.9875951557728
G203	15.4764476651948	15.2437244715282	17.5660201825632	16.2103911073435	16.0711950012005	15.0224695359452	17.338690691778	16.096336458413	13.7572112536274	17.5149333135036	20.4988957575411	19.71445203909	20.731021921189	21.9671130431636	19.1680517378423	20.1947977596263	19.5078913845853	19.9694523082203	20.0321174176559	19.9638422987767
G204	19.4505862111626	18.4611603148093	19.858623028149	20.8134577389548	21.2776250155316	20.3571900699163	19.5423575110531	19.6617701141381	19.3440214946068	20.6950200811786	20.0672253370461	19.9913515933454	22.4165012017253	20.6558488663805	18.4949506303056	18.598897839408	20.9292226411258	19.8779103087143	20.3242824253191	20.2303918082246
G205	16.7394318710895	14.9628850253197	17.2896946954297	17.3426740992335	17.1649651576191	17.6083256507342	17.6223671036658	18.0945584644714	16.2531655878028	17.0946330443464	21.3202813537628	18.8517769503015	20.6638808095996	21.2252026975693	21.0559560962235	19.1888556876799	21.3964978056459	20.4657809676546	20.6274524295976	19.0820826080226
G206	19.6944951080304	20.4793445926486	20.1945140611159	21.8618622603326	20.1369808241011	21.7741731593283	19.4552940972642	19.8626371869563	20.8281055288106	20.1378247116194	22.4770723377227	22.5294247381029	20.3404064450402	20.6934501177656	19.6701140631255	20.8468727752965	18.8352566651188	20.2354171033108	19.5273052291079	19.5044178346392
G207	22.4976705104504	20.3480787031222	20.469123854522	20.5402378957551	19.5618296936522	22.0724081229722	20.3710724821856	22.2258899633226	20.9428037150134	21.5430568654389	17.6786730300017	19.754595455268	20.1990038293428	21.058970660723	20.2463302571448	19.4302717809132	18.321066664259	20.0496239853019	22.2103458485164	20.4090831220714
G208	14.4791910570963	15.6332752955584	15.1381863544189	14.9843021900834	13.871380590774	14.930948882216	12.8105951600931	15.5240683103224	17.2367476280555	13.5716808777523	20.8316379358578	20.6902470731848	19.0036499447222	18.7013632403976	18.5806977550822	18.5377557655092	19.3463329382154	20.7335766395098	20.8067043892711	18.6891771538915
G209	18.9232330659496	19.459227346123	19.3984963969701	18.248038246667	21.3324941882578	20.4823763065667	21.5185363739609	20.5418259483198	18.9403762083502	17.9069758918353	20.3061000164035	19.0177914296196	20.1687053428844	19.5989542358824	20.0819247507781	18.4224722039989	17.697575638796	21.1008774762375	18.4453593721492	19.9526116315017
G210	17.4110334386773	17.3606662165306	17.5085017279055	16.8305317021241	16.1102717960749	16.6607954104054	15.4779410260381	15.2486853316538	16.0538201160955	16.7143322413199	21.4816503846638	19.5296169211942	21.1690926870355	19.9617029500694	19.8948291040019	20.57907142669	18.5594346283498	21.5478083890499	20.8868204777546	21.0646352368794
G211	14.4106434039292	16.9876281809871	15.9251384466941	14.1457974634668	14.868284955934	15.8163298329387	17.2780709300108	15.4146985891703	13.7366998746623	14.3388469954413	19.5710905000861	19.9210303304702	18.8439244366508	21.860809317694	18.9536951943797	18.4444330547912	20.3816956812822	19.7747028672013	19.4473178249697	22.0444672947626
G212	19.1986239799907	22.001279675969	19.6585770785285	21.9145082252168	20.8129800337322	19.6631061841963	20.6429007169793	21.1816931636481	19.6309553850302	19.5735576024342	18.6522826694619	20.7866456741307	19.691369989262	20.9351932843833	19.4734539855138	20.0789527091204	20.6982729093568	19.0638687003235	18.9002889939926	18.8186433256449
G213	17.7854936674727	18.5752263442384	17.2864267813377	17.1865537078492	17.9475196092554	18.0543684390668	17.4827506324736	17.7903525530197	19.1104642343629	18.941143878117	19.2005524957987	19.7596366065898	22.6992060596947	20.9381231309341	20.1617147970954	19.4043079970213	20.5923958447189	20.1348777521529	18.5117693769188	21.5174756453803
G214	20.6712779512824	22.1151553367561	19.3533689300544	19.5694802047978	20.3224354957065	19.8408805683998	20.8505805136341	19.5471095533878	19.3069071699097	21.023691734926	20.678671081092	20.5953831037416	19.4583817224073	18.8760292489652	19.9999812943859	18.4086897428343	21.9742275477662	19.2590957344949	19.391011644667	20.1138494633492
G215	21.894058078581	20.0297033347335	20.3487878474462	20.6615006289524	18.801888257415	19.3489071023604	19.8518282417445	19.7975841625091	19.4263937031818	18.6144818659762	21.2223918897632	18.9047790853384	21.513613145563	19.2668046822719	16.3313720388591	21.7928565237794	18.9143521078232	21.0163926920507	19.8838592524031	20.246314555996
G216	18.0768590464398	17.9302928902992	17.4059016766974	17.5746917768717	16.3012415914191	17.8500897531977	17.7952007877058	16.7434652926408	17.4925363151535	18.0802864161023	20.8472550373414	19.2626896049567	21.4659074786734	20.923911194134	21.4731374774448	19.2012882314742	19.4460895989225	20.6835050200821	19.8314478748889	20.6869295051174
G217	13.1991016514867	12.560503302312	14.3703572942704	13.5722268182008	15.2786784255478	12.5036706879221	15.2178480317226	13.9425704353681	14.5907099298885	12.0247682996974	20.6826903117989	19.1039827189934	20.0516134405178	19.9215575094105	19.1474462548424	20.2586862102506	21.1002594208528	19.2202814360963	22.4215894752089	19.6493891385401
G218	18.8689276866307	19.6473955861931	18.8287632288785	20.1749176293962	19.0676320414855	18.1072011267892	19.2121702980349	17.6905290552638	18.6929619707444	20.6049650682142	19.5170061211308	19.4260789296105	20.3766209425921	19.7020219227819	19.3289963023369	19.8532422278362	20.7887260591575	19.2771776459768	20.3227867294622	18.9118773865377
G219	24.9618872668957	25.7797436340843	23.8090216788576	24.9326370091778	26.158013261655	25.4372139787396	26.0500056679785	24.8131988129369	25.069424839652	25.1947031943503	20.488339584301	19.411743963254	18.4227173100094	19.0534393870323	19.34906639538	18.979864091711	20.0358508186332	19.8303166731194	20.1961239811307	19.0919449110229
G220	19.0513387213312	18.431988418488	18.0802996387197	15.7365295024661	18.0712320564905	17.8255932427276	17.6368970140422	16.7586544046218	16.3399315913244	17.8427879725892	20.3197605515324	20.4304230092027	20.9362020042189	19.0343791119823	18.7932864127097	19.6216088678817	19.5244180876387	20.4214890458582	17.5649683281646	21.5545737340654
G221	24.2861146725979	24.7455984134765	24.1309861604593	23.5801942812745	24.8077932055063	23.0099167110477	25.2107607234445	24.0219626671272	25.0323884047142	22.682837510165	18.7587206339843	19.3357902454988	20.1875489251682	18.6589024295869	18.8063069184674	19.8040645019353	20.2294418787121	19.1938944212212	19.152238859629	20.0085704237568
G222	15.8439077632886	16.4673191972354	15.4080890128943	13.7116899815352	15.8435778540992	14.3379159049407	14.7524947031639	15.9647458963233	16.3384626978393	15.777304399783	19.1717642224879	17.3653836584407	20.7617985092364	19.7910636232648	20.7238250589191	21.056006836555	18.6215540080595	18.5988959300605	19.2174175851063	19.7339158848116
G223	20.4228581074941	20.7596824812831	18.6277308906635	19.8821706160567	20.938323261872	19.964984713319	19.514101840176	19.780390776085	20.0481245	21.3377500741342	19.7486799346153	19.4046776130496	20.0998803589075	20.4074117759074	19.6811215617421	19.0524302461976	19.2398997023615	20.5734899558563	20.4743295596722	18.3920212885315
G224	20.3450456683745	20.5687236382533	19.7420710266387	21.4776618888872	18.4757596720365	21.6129708582161	20.6524726962004	19.0819205861433	20.2741362051844	20.1506042138307	19.8672171139931	19.9852619574017	19.4837464499668	18.5236323317885	19.2978302061967	20.2144181622808	19.7917104059157	18.4367518885891	19.2375904181847	18.8269395075074
G225	20.6148666060495	20.206102155084	19.6644566928174	17.7089325930289	20.6609320088152	18.4004394603889	18.6779475029216	18.8140537691952	18.4311834107335	20.1605516893689	17.92743362021	20.7041136309518	19.203750093634	21.2944750679962	20.5162740928254	19.9213123656261	20.1322626494752	19.5054608183976	20.1671405965258	21.2573699479789
G226	14.7652486659271	15.4508769566643	15.832348047651	14.9087136011422	14.5111596125003	15.4396597845273	17.7945326044128	14.2824572702493	14.5910312375769	15.7833441273867	22.5000239322836	17.7796559618989	20.2486404963921	20.0791178687759	21.1380525478238	20.8276252185056	21.193016871969	18.6949029726672	19.0247884940615	20.673297768702
G227	16.8177732593614	19.5340986794711	18.9890334946676	17.7863941861787	16.3422853575707	19.3498772761214	17.5623870607042	18.183658542838	18.1917255616962	19.4527866580512	19.5924183266874	21.261471887914	20.2701987049734	19.8584207246797	20.6741485561135	18.9818793726132	19.7598854942697	19.7375152979576	20.4812273005384	20.0074252476109
G228	23.3832362157515	20.9501096941902	20.788617467962	22.0371516790533	21.6703137669554	21.9239004407311	21.4945906085204	22.7242536987964	22.1825082121793	22.1122564592588	21.1861665436969	20.2881466963986	20.4994772443224	19.8851929257834	20.8314234801761	19.6681076401405	20.1273366999155	20.9310720803553	18.824647433681	19.6267472600483
G229	21.9674709247245	20.1079587824852	20.2432481615903	22.3069570721095	22.7013255342368	21.7035067973512	22.8482077229819	20.2916989766768	20.5159028051463	21.1989625765591	19.9431353893557	20.896904334449	21.1915375419936	20.4262415216154	20.4369539413472	20.5148118467024	20.6850166688518	20.1813291795828	20.9895106451039	18.9731272250554
G230	18.6056466121766	17.1244974215264	20.0406291073159	16.3701506998923	16.6312780316713	15.8903378378207	17.1919255414943	19.137838476318	18.2546706114705	17.5439745925202	20.8388653746228	21.3289267674676	19.3488743193689	19.2517802903429	18.8456048293152	20.9102289792151	18.7112463995772	20.3215349898487	21.0340438347347	20.3744876174583
G231	18.2458436837884	19.4193071674557	21.2607847481854	17.9910588519371	18.5826699040029	18.7168936947941	19.0147631889524	18.155253655576	17.6654969625048	18.2463912484314	19.1103401297928	19.4328840129036	20.7733122827606	19.6585716468584	20.1079907954203	19.7247766297722	20.0741813433572	19.9226408618809	19.8558115773175	20.5461005779601
G232	19.0103358694211	20.3014547811067	21.0933858885033	21.1662458554257	20.5536227328235	20.4006902843678	19.7947967459202	21.2659010167926	20.0278601993952	20.7073624726407	19.7208291498656	20.4108190259355	20.9552706652201	20.1109131872071	21.0435644063184	21.1020951697606	20.1000346980387	20.0256369120584	18.8327979474933	20.3323258866746
G233	21.3779424985933	22.757830472154	20.7770918700654	21.8136185026657	21.6655675948389	21.1449251738381	21.1228892764208	18.9763476591789	20.8183166376347	22.5608591613575	21.1173183387162	20.8084775735192	18.4174960450233	18.8814476192242	18.7801132395898	19.3312588752604	20.3917852277805	20.453411864538	19.2543960358542	20.9003303977873
G234	17.9794357320742	16.9378887417288	18.1061390453655	17.3438020988749	15.6269807760005	16.8924882739975	15.542887331122	17.7644682871233	16.6120066466208	18.1214067612376	19.7870689332148	22.4293989496265	19.1626086387814	19.7750023965005	19.4144865255732	19.6333262916025	19.6407732770834	19.2805099847189	20.6305034787279	20.8252595302552
G235	19.341228398186	20.6241363396862	20.4811009787183	18.5287403638505	18.8666200496459	18.8574478825735	19.0549374648794	19.9663070580406	18.9357180317172	18.8390498219499	20.4363620047581	20.383081273405	20.9354527481058	20.4919025459585	20.7858336561293	19.6076082904807	19.3831173378628	19.680024259275	18.7030255171958	20.936540928303
G236	21.5803927579062	23.6074517081046	22.2797371947846	22.1889918006055	22.0464040411473	23.9527574345075	22.9771161002453	21.7174777600339	22.6755929667588	22.7724328754387	20.0182454533789	19.9896387647369	18.7218613700678	19.4014014750253	18.5749825804886	20.2887844808762	19.2304354043606	20.6132946333329	20.888576506629	19.3675032327137
G237	22.2149894696692	21.8777390744734	22.8280231718787	23.8341329219136	19.8641729459091	22.5912351156731	22.0962432009662	21.2682379847915	23.627940300949	21.9862116456947	20.4061748260545	19.3488243739449	19.385686973832	19.9870214722046	18.9956265264346	20.2089932042299	20.3950668583259	20.9852417144575	22.5106428686309	21.365548023543
G238	17.8112073515723	18.8650518896478	18.0319849111317	16.9694148381014	17.8268068749436	16.7764606315012	16.7003765806108	17.8287371231904	18.2167955673993	17.4490705878636	22.2716009422204	20.846788996714	21.7786579611267	19.4617412290723	20.458088684456	20.5409084906075	19.8619403480168	19.9970128906216	19.7426896090382	20.8047831044545
G239	19.0756520026178	19.6918129909946	17.8783983970938	18.7166694647942	18.6960950911128	19.7661252924933	18.9924676402646	18.8439078098887	18.8689014853241	20.5764313400871	20.1117410641629	19.7800128332254	19.3072256877537	18.1000170323342	19.9445020390962	20.4133802615941	20.3847065141858	20.9840409128001	19.3880250778538	19.3019490089648
G240	17.8362511807785	16.6538450961947	18.6294571453817	17.725847568925	17.8059959278917	18.11027560887	18.0367141937802	20.5281225376585	18.2826546654886	19.3556048628232	19.9694347407915	18.9294276047111	20.4902823500479	19.5541140665551	19.4085318646065	18.6999242509202	18.2892235153706	20.2392403916465	18.998554699266	18.3471062375696
G241	26.0229168129427	23.0793075039961	20.5644896105545	23.8453754284099	22.3391242252055	24.1916712023601	23.8985729037499	21.5076755888949	23.1817785397866	23.7497936417872	21.2151511297367	20.2105425835172	18.4409934352593	20.5297168704439	17.9875112555848	20.5173172062106	19.820397347415	20.087579503762	21.0233908193513	19.1859217587639
G242	25.8038391555301	22.8010018017765	24.434281457235	23.0224124849367	24.5513319310957	25.628392288836	24.5323928805744	24.1794970466155	26.9952167624512	24.9484779804128	21.8396248536914	20.2385766062017	20.1754277612019	19.5115358912717	18.6324298034992	20.4638396105987	20.244030333456	19.8355858839423	21.93511037842	19.8044456396
G243	21.1403259246364	21.5665018677482	21.3436877465185	22.4691272946628	21.1907582867205	23.2027862115811	21.1008549032594	23.9614858396476	21.620086808995	23.70181166216	20.8005177927273	20.9883512341948	21.1189387222175	19.3759734099288	20.0801080637695	19.7067742907111	18.8858854270115	19.6082410369284	20.4007939016268	20.2958709733906
G244	19.6028547496517	18.2436584390454	21.125703272318	20.2277460727449	20.4435954769158	18.2308048089682	20.2996618710442	19.6978547544283	19.1955664628497	19.376267854238	20.636966963418	20.8845016759061	19.2209976181284	20.6250281005304	18.8584211366006	21.9617994936871	19.6029208821752	20.0020678737292	20.5875566481707	20.8570290411628
G245	19.5420929177559	23.9918732213246	20.4446913699307	21.2360923144624	18.6455400559963	19.2132732041984	19.9069326401233	19.0508792269991	20.6495020959997	18.4379141328773	19.0055650563102	22.332048402042	19.2689252662509	21.5063319304365	20.474841237024	19.2176808687394	19.8656259069297	21.1206364593863	20.673521817041	19.3661911207219
G246	18.9271688976261	18.1423511906768	19.5688793390883	16.1443270808537	18.8131069877965	18.7200076500534	17.7954404999319	18.8806277902811	16.1865037554316	18.298421836841	19.5359225545676	20.6389192245347	20.3697630161725	20.1562984590622	20.8260929439614	19.9973642784272	19.3283625892741	20.0527323076348	20.7966424438216	19.6883730827927
G247	22.0310046614174	22.7512418085656	22.2147840846431	21.9115966090755	22.3806615106084	22.400562359358	21.8341301195348	20.4126632519392	22.2783590499788	22.3604640039251	19.9970261619048	20.9455588626053	19.3880270813325	19.2567158223728	18.1892148254868	21.0954858057794	21.2648275564425	20.8706842179221	19.8312957308294	19.8855506155275
G248	20.1758554497532	19.0989042330359	20.3879189788206	20.6516392828111	19.1877030311665	20.2210238617875	20.1265771607117	21.332302767314	20.4653078422556	21.8544439187803	20.3317183142596	18.8176772511388	19.8664206618922	19.089727158457	18.8926763107897	20.7055048235765	21.1111507374631	17.6886300341343	19.7358916575721	19.7621407276564
G249	24.3613480626097	24.8529606960168	24.3026925066274	25.7475209893065	24.1171406470472	24.9799029308995	22.4953369920286	24.9422379165296	24.0343635194351	25.0772670124168	20.807671729567	21.5763005454901	20.5972385643442	20.6303029019794	20.2081175551669	21.8062395837069	19.5966076102535	21.634344084903	19.6720414599382	20.5569961661121
G250	22.4787767147097	21.4238877746561	21.7780486634577	23.4091894034832	23.2448386643863	22.1932279764672	20.6247868955638	22.3505722682268	21.5687079392991	21.670027860927	20.1968137870195	21.7083309516493	21.0489121686698	20.0473606490376	19.0169712033189	18.733276325752	21.4108797817538	20.1628467992987	20.6275431682442	21.611050333901
G251	20.6180766893477	23.197389070475	23.0726092375683	22.9733279061181	20.577809967083	22.4290968165319	24.1695157615194	22.6223081874573	22.9227697606139	23.1220909583502	20.1781200417631	17.5370701038769	21.4670344252707	18.3426686322737	21.0729156537598	19.5296248181676	21.4062854463598	19.1505441389794	20.4361803132576	18.9616854888418
G252	19.7701147341424	21.181750665157	20.4546753221926	20.6081855628076	18.9909053395482	19.8473876881287	20.2230136792278	19.864849166895	19.7813224064709	20.6255275845558	21.4364071171982	19.1531505773723	21.2459140503229	20.6466458941981	17.7770509368922	20.4370021945695	20.4758267916638	20.8534841788667	20.6724311986478	21.0507774836329
G253	21.2353004318187	20.2615942938381	21.8188346840515	21.1005013196744	21.1057369047305	20.2934022664158	20.5827357916468	20.7317832377833	21.3911229879804	20.7105501834365	19.7027157490237	19.6769702386771	21.5030587987124	19.1402225729634	19.3871383397957	20.8975197572684	20.2982695119117	20.1575801353714	20.8066611721787	21.3806346814029
G254	20.4148002758165	20.1416448213177	19.9333970704774	21.1662508115721	19.6334558957474	20.4679967963498	20.3893291072659	19.7398873757363	20.9413268839867	17.8924382608581	21.2087076032906	20.8596668859905	18.8214012422831	19.0760732835373	19.2840657550502	19.418638190756	18.7768995038921	19.6502263609247	20.2825704773394	21.7676466734668
G255	20.3265763499763	22.9972608681273	21.6179712280865	21.4161910935944	23.0272272642624	22.7542871529814	22.1008138261845	21.2052992386922	24.0061378057313	22.9484629717738	20.7848338462603	20.856237162084	19.0956442205989	21.0451718105926	20.565910417757	21.108495867684	20.3760556012964	18.724017590755	20.0755945249038	19.4917216057954
G256	17.7305988435829	19.6148091586282	15.5412062511066	16.8554432582759	19.2768916841303	17.907819992779	16.8544836751218	19.0552390764877	18.8215797934098	17.730997430692	20.5640047364331	21.1150220188984	19.6253020474281	18.8632205581808	19.5268667487692	19.5070071140752	22.2572036370609	19.7479246473044	18.3508385855482	21.5896047593998
G257	21.0712124132259	19.1308922513857	23.4168220960104	20.747653226727	21.0523091468858	22.2627692376694	19.7469438488168	19.946825345338	19.7789273811422	21.4913789103087	19.4776821215881	19.6477029310338	20.7848814135395	21.0564678058697	19.1430104988297	19.6936362692166	20.5294563150388	20.7797184557076	21.1753591268618	19.9006357714903
G258	17.559227952016	18.4705581650861	17.1958370076542	18.0067478510834	18.3204495725656	19.9716565701106	19.1033530228877	19.0242484193656	18.3719523838601	17.9546943787732	20.2098856147528	20.5520189138594	20.396606752671	19.0900095404428	20.4861706041094	18.9595523945995	21.5442730709038	19.4948420057109	19.6522341334735	19.9686257866557
G259	22.2430547944791	22.3470412677336	21.4494496332593	24.7195337916627	21.7509734978463	21.4000331974744	22.0353197239451	24.1474074437029	22.1413221487075	22.4045100281675	19.6637813596116	20.5024302351441	20.2254180434803	20.6131072819654	20.0178634294179	19.9805785743001	20.9798055637258	19.062664922116	21.200786018182	21.0658444591742
G260	21.3358750237535	19.5657375187683	22.0089247907841	20.7609612404229	21.7710214361669	22.7607279264609	21.4896563176805	23.311025600547	20.6326877894617	22.4676106192238	20.3071515246418	19.8639226231461	20.5771575558792	19.3452873005429	19.1727904761986	19.9310064098868	21.3883213095085	18.9429079386264	19.6877208939575	20.7044605711093
G261	20.2078005531981	19.3438854279493	20.50495616388	21.2267775197214	20.3351525424368	20.6944462536659	20.9409493552179	17.6695507582272	19.7681272872837	21.1371620167224	19.1676033182081	20.2421142870084	20.2744742351565	21.4572099158075	20.7884442176059	20.4240592529376	19.7277451255801	20.8432645700444	20.6854055478092	20.1559084032477
G262	17.9425687496205	18.9624451999837	18.3148909177793	18.1325505261111	18.7572207843479	19.6527583554171	19.1770332204977	20.0087848067251	16.8833715861042	20.706263094452	20.4478512641776	20.313314602386	22.4904687213622	21.4786362864733	19.2767667385088	18.7647043934641	20.2823071517872	19.4483473166092	20.000669961119	20.6205371332932
G263	19.0506551355908	18.9486751925245	20.2124982366688	20.2059524112142	19.0549278134404	19.6198669011069	19.8548230382823	18.4377735910047	19.0225466687462	19.4409343413706	19.135566155228	20.1010026603625	18.9634551578156	19.1142259660549	20.7948418268629	19.6581390384214	20.8448730615143	19.8086220915982	19.4861416837336	19.467819225575
G264	21.8609346860383	22.6780101068765	21.2199328463421	20.9687488169786	22.7549144677394	19.8722382241945	20.9924380340176	21.8480304268296	20.9464421052122	18.7890964223701	20.472823403904	19.6622633717564	19.8076511520797	21.6190634867035	20.2278719853431	20.1635763248282	21.4238101510384	20.1483440176692	19.4867097141639	20.3010730175402
G265	19.4739457920689	19.5477436965737	19.9313320931736	18.6385150319544	19.638023845323	19.0371448746244	18.360022601667	20.641926768656	19.723184955088	18.9892217752749	20.4988955317649	19.6448229549128	20.2221952405644	20.6246240470677	19.6513349299235	18.1969514020642	20.6230128369436	21.3474514221983	20.2681050121248	18.4317298966713
G266	19.4122347289914	18.0528931370227	18.2760644571421	18.9375483643582	18.1552545419531	19.6763930985468	20.401120884317	17.7529379743713	19.0417616138108	18.6372296679144	18.8852220900041	19.2315072471455	18.2345865109353	19.7567088579204	19.9260327478153	19.4304126540632	21.1962116652521	18.9514712690671	20.3125467777587	19.2987157955229
G267	25.6460055921883	26.7395841947585	25.0750518976048	25.4912759241136	24.788265031386	24.2972752870383	24.5486500314755	25.5117760963057	24.3691771719596	25.2641820317483	20.6553980835523	20.3555745513361	20.6281912335861	20.9781865903133	20.0566880192149	19.6840521371631	20.7606772109929	18.9911527462331	19.3391332449127	19.0107925103406
G268	19.0346593117036	17.7646819608099	19.9599202998579	19.4363617231715	21.111903297689	21.2188641069928	18.869706333435	19.4611115756532	19.3389178051843	19.4453383314219	21.177676493136	20.5203122259215	18.5196848239853	19.3674000082309	18.1263556311836	20.7811052447218	19.0439697670964	20.4339064122898	18.5004443618275	20.1929076460192
G269	22.5752138953854	21.1115404904935	20.8272271832286	22.9660581228008	21.8001045268197	19.3371754912573	21.9969093234289	21.2915361577307	21.8751167412263	20.6249866147136	20.620128874918	20.1052791993358	19.4521545501286	18.7040979144786	21.7742681902619	19.5194627745914	19.3555644141058	18.4760061499731	21.1949753063131	19.4716128801717
G270	24.6960766594286	24.5309016664683	22.7389865914444	23.2279933565014	24.9275997708781	24.052088561695	24.0650559527214	24.2274799280856	25.1643230955603	24.2915639362285	19.0323003023848	20.2584075745021	18.5094147589591	19.2567504152397	20.6409874048654	19.8984639642362	17.0987658477309	18.6762657553054	19.8906654897222	21.2567425844917
G271	20.3026607575618	17.8729363419492	17.896462012283	20.6640399885619	20.5223253221148	19.0460555075426	19.9252090507556	18.7104409062176	18.1897595386307	17.8728622303517	19.8649608864722	20.1980143536208	20.1378085043938	20.2935026585911	20.3136369182318	18.9527919233149	20.792961420833	20.5413613915241	19.9856820361049	17.9381325037006
G272	22.4844157009319	21.5187025405369	22.0517739022105	21.1358254415952	22.0630808043874	19.7950664224816	20.8645147951449	21.5852725289057	21.14654217192	20.1508212489587	20.1000521944544	21.1261823854391	19.7435340081228	19.9878268978514	20.5975526042445	20.4633020696847	20.375790518468	19.8387471813611	20.1634354998642	20.4215219872564
G273	21.1802679981295	21.1838999567869	21.2477727168644	21.1302484006792	22.1689252243568	20.8555990022126	22.347811876726	22.6177339494686	22.0823372612866	22.2430413991939	20.0827246225716	18.8486342192091	19.9179246737857	19.4509107286109	20.6601285486975	20.2483352819115	20.1995887510829	20.2397430431852	20.3098157908317	21.6193020704177
G274	21.2198672363762	22.6923953182851	21.2091998013325	20.824889290971	21.4200290145334	21.8796175877443	21.8331110296396	22.5179188528461	21.0198606991541	21.8024357453646	19.2270936717471	18.5267595578978	20.1791895655433	17.4363795000894	21.4957790184837	18.3511983428391	18.3019050743634	21.7749870530024	20.0067959244885	19.1562916774017
G275	13.7610169965571	15.0992858175303	14.7505611257109	16.8767098438309	14.7023074245726	15.3203558844866	15.3545402771972	14.4999082013999	15.6922901130743	15.0052964658562	21.6639675318333	19.9748169638856	19.2934186355324	17.0718984099738	21.1218363870434	19.2524210354366	20.6192904625939	18.2126807156448	20.4632201435716	20.2023702249717
G276	22.3211525762264	21.2941673313017	21.8753896037868	21.936653498998	20.9540945196844	19.6654816254244	21.3415040017021	22.5268461472886	18.7731970299547	19.766429418433	18.8305180729588	19.1526100949536	20.5786757218328	21.1491815153069	21.2428043472705	19.1985225262081	20.9057089917377	18.6978056463652	17.7875706913648	21.0009966492294
G277	22.4302167235771	19.8966658555546	18.7695738146379	21.113874436009	21.7808571973983	21.2302605937816	17.8104647686101	22.415011600928	18.6524441877582	21.8036225709487	19.8436786616797	21.1478061294285	19.2655582139138	20.3556809242985	20.1462445219018	20.3537307575863	18.7487495850327	20.3262881565891	19.7951394810133	21.6443992348139
G278	15.8274997383911	16.7062918492714	17.3437182623121	16.9423460799522	15.1190838953889	17.4917802842468	17.5722650066018	15.9575437214999	17.8969566822393	16.2451064421539	20.0062240322967	19.9086264716732	19.1760605603582	20.2022146270722	20.6037569938713	20.5903307759521	20.7194785984196	20.3749782360621	21.0217094315287	19.7786413829997
G279	24.9936769930345	24.9942332502778	25.603435178552	24.4064587689844	24.6508395372868	22.743916451547	25.7775126160955	25.7500388432718	24.5843594776775	23.6612287312874	20.0051830692568	20.2081505630765	19.9773426924675	21.6705067998784	21.3452870317344	19.9203215867506	20.1270658995699	20.7506051273721	20.8672408951474	18.8848451470242
G280	25.4955333260037	24.9628183351804	25.073280142525	23.9388130027564	23.4707749659377	23.0336690657563	23.2113260710629	23.9738983493326	23.6005991092056	24.2926951385795	18.3033713415063	19.3402456019002	20.0387614738711	21.3361139058699	18.9815550780173	21.5349573346178	19.7599424515249	19.6050273709936	21.2871677676951	20.7041859637298
G281	17.878462490018	18.8631262679262	17.3214104166053	16.914036771253	16.5780651433021	18.4299802703326	16.1928908270182	14.2990993012059	15.6260345550381	16.8006790473772	20.9585240537167	21.3472216944336	20.0636790641941	20.4241969524393	20.3071401898031	17.4736583267914	21.1670212763925	20.4897897042602	20.0306477802613	19.6994614160052
G282	16.8900306971573	17.9060636637305	17.3144645743103	17.1369295330884	16.5099696111555	17.128836967467	17.4715196014975	17.2816012449116	17.6738581675109	17.5311771817477	18.9039324804787	22.5837676353015	19.8511655054538	19.6205302138707	19.9040610547006	20.1927984357136	20.4276253362089	19.7694091037053	20.1647695154877	20.8750341662699
G283	11.1129038197754	13.9202473712369	12.1562796450548	13.4692141740518	14.5930260473276	12.5175374881535	14.2490317189763	13.3868172439697	14.3695506201218	13.3338568652474	20.1690501770742	19.4389604547032	19.6710964459399	19.7687260878331	20.1198624660116	20.3736484377409	20.8993618746925	21.2703271029243	20.3790366891852	19.2679243368677
